city_name,Lat,Lng,Max_temperature,humidity,cloudiness,wind_speed,country,date
Sinazongwe,-17.2614,27.4618,74.71,84,100,3.33,ZM,1612912631
Sisimiut,66.9395,-53.6735,18.18,82,0,3.49,GL,1612912631
Khipro,25.8285,69.3772,59.81,33,95,3.11,PK,1612912631
Maragogi,-9.0122,-35.2225,78.58,75,13,6.04,BR,1612912631
Nantucket,41.2835,-70.0995,35.01,100,90,9.22,US,1612912632
Yibin,28.7667,104.6238,51.53,68,0,2.15,CN,1612912632
Kaseda-shirakame,31.4167,130.3167,32.0,86,75,6.91,JP,1612912632
Sept-Îles,50.2001,-66.3821,10.0,51,20,10.36,CA,1612912632
Hay River,60.8156,-115.7999,-18.4,69,100,20.71,CA,1612912359
Grindavik,63.8424,-22.4338,30.2,100,90,9.22,IS,1612912632
Shimoda,34.6667,138.95,46.4,53,75,9.22,JP,1612912633
Rincon,32.296,-81.2354,62.6,88,90,3.44,US,1612912634
Qaqortoq,60.7167,-46.0333,33.8,29,20,36.82,GL,1612912634
Verāval,20.9,70.3667,68.7,45,50,11.74,IN,1612912634
Bétérou,9.1992,2.2586,75.16,16,27,4.79,BJ,1612912635
Lata,40.1629,-8.3327,57.0,90,84,4.0,PT,1612912635
Talnakh,69.4865,88.3972,-9.8,88,99,0.96,RU,1612912635
Chincha Alta,-13.4099,-76.1323,77.0,69,0,21.85,PE,1612912635
Portland,45.5234,-122.6762,46.99,53,20,4.61,US,1612912907
Suntar,62.1444,117.6319,-14.37,87,60,6.22,RU,1612912635
Toro,4.6117,-76.0814,77.0,65,20,4.61,CO,1612912635
Lakhīmpur,27.95,80.7667,57.69,56,100,2.42,IN,1612912636
Khani,41.9563,42.9566,48.2,87,0,9.22,GE,1612912636
George Town,5.4112,100.3354,78.8,88,20,1.14,MY,1612912470
Kabwe,-14.4469,28.4464,64.51,99,99,4.36,ZM,1612912636
Goderich,43.7501,-81.7165,15.8,73,92,5.75,CA,1612912467
Airai,-8.9266,125.4092,64.26,100,100,1.5,TL,1612912636
Gweta,-20.1833,25.2333,71.58,80,100,7.27,BW,1612912636
Kangaba,11.9333,-8.4167,78.67,18,0,4.43,ML,1612912637
Kinshasa,-4.3246,15.3215,74.5,87,100,3.42,CD,1612912450
Seguin,29.5688,-97.9647,66.2,55,1,11.5,US,1612912446
Nemuro,43.3236,145.575,20.01,89,65,10.65,JP,1612912637
Kwang Binh,17.4833,106.6,63.19,90,100,9.84,VN,1612912637
Knyaze-Volkonskoye,48.4642,135.4567,-0.4,60,20,8.95,RU,1612912637
Peniche,39.3558,-9.3811,57.99,82,83,21.0,PT,1612912638
Matagami,49.7502,-77.6328,1.4,92,75,2.89,CA,1612912638
South Valley,35.0101,-106.6781,64.0,8,75,19.57,US,1612912639
Mehamn,71.0357,27.8492,23.0,58,40,25.32,NO,1612912639
São José da Coroa Grande,-8.8978,-35.1478,78.82,74,12,6.35,BR,1612912639
Sabang,5.8933,95.3214,81.59,79,7,11.03,ID,1612912640
Rovaniemi,66.5,25.7167,-2.2,84,90,9.22,FI,1612912536
Fukuechō,32.6881,128.8419,41.0,87,40,4.61,JP,1612912641
Naghadeh,36.9553,45.388,41.45,66,69,4.18,IR,1612912641
Ayabaca,-4.6398,-79.7149,52.47,100,99,4.45,PE,1612912642
Catuday,16.2923,119.8062,76.78,75,95,9.13,PH,1612912642
Yinzhu,35.8786,119.9753,39.0,93,39,2.24,CN,1612912643
Bandarbeyla,9.4942,50.8122,74.05,72,93,19.84,SO,1612912643
Toora-Khem,52.4675,96.11,13.35,92,100,3.62,RU,1612912643
College,64.8569,-147.8028,-16.6,58,20,4.61,US,1612912351
Klyuchi,52.2667,79.1667,-2.81,90,100,14.54,RU,1612912643
Noumea,-22.2763,166.4572,84.0,74,40,10.36,NC,1612912345
Furtwangen im Schwarzwald,48.05,8.2,28.0,91,97,2.71,DE,1612912644
Punta de Bombón,-17.1717,-71.7931,72.19,80,48,6.55,PE,1612912644
Tessalit,20.1986,1.0114,67.53,20,0,10.02,ML,1612912644
Aykhal,66.0,111.5,-19.97,86,100,9.01,RU,1612912644
Conde,-7.2597,-34.9075,80.6,78,20,8.05,BR,1612912645
Cohoes,42.7742,-73.7001,25.0,90,88,1.48,US,1612912645
Sambava,-14.2667,50.1667,76.57,89,100,6.13,MG,1612912645
Sabha,27.0377,14.4283,59.47,31,25,7.34,LY,1612912645
Dalvik,65.9702,-18.5286,23.0,93,90,3.44,IS,1612912645
Berlevåg,70.8578,29.0864,23.0,79,75,14.97,NO,1612912645
Micheweni,-4.9667,39.8333,80.91,77,100,10.85,TZ,1612912646
Hongjiang,27.11,109.9956,46.2,91,100,2.75,CN,1612912646
Luba,3.4568,8.5547,81.86,79,36,10.8,GQ,1612912646
Greater Sudbury,46.49,-80.99,10.0,52,20,9.22,CA,1612912627
Gilgit,35.9221,74.3087,35.56,62,0,3.76,PK,1612912646
Arroyo de la Encomienda,41.6096,-4.7969,44.01,93,90,13.8,ES,1612912646
Arman',59.7,150.1667,13.62,87,100,19.06,RU,1612912647
Quatre Cocos,-20.2078,57.7625,77.0,83,40,9.82,MU,1612912647
Ucar,40.519,47.6542,51.8,58,0,6.91,AZ,1612912647
Chamba,32.5667,76.1333,52.93,38,14,7.9,IN,1612912647
Buala,-8.145,159.5921,79.52,87,75,12.21,SB,1612912648
Ratnagiri,16.9833,73.3,71.91,36,0,5.99,IN,1612912648
Yaan,7.3833,8.5667,80.85,15,0,3.53,NG,1612912648
Bereda,43.2686,-7.5406,43.0,98,100,10.0,ES,1612912649
Adrar,20.5022,-10.0711,64.13,24,40,9.73,MR,1612912649
Hofn,64.2539,-15.2082,31.73,94,100,9.37,IS,1612912649
La Santisima Trinidad,-14.8333,-64.9,80.6,89,75,6.91,BO,1612912492
Kyaukse,21.6,96.1333,62.11,56,0,3.69,MM,1612912649
Stornoway,58.2093,-6.3865,33.8,60,40,11.5,GB,1612912650
Juneau,58.3019,-134.4197,6.8,33,20,19.57,US,1612912364
General Roca,-39.0333,-67.5833,84.2,34,0,9.22,AR,1612912650
Talen,23.5667,76.7167,60.13,32,4,3.24,IN,1612912650
Shingū,33.7333,135.9833,42.8,52,20,11.5,JP,1612912650
Mutatá,7.2441,-76.4356,79.16,80,32,0.51,CO,1612912651
Bonavista,48.6499,-53.1147,33.01,93,100,14.97,CA,1612912651
Ikare,7.4913,5.2322,75.49,85,53,3.13,NG,1612912651
Ilulissat,69.2167,-51.1,17.6,49,0,4.61,GL,1612912651
Wad Medani,14.4012,33.5199,70.68,23,1,9.28,SD,1612912652
Atar,20.5169,-13.0499,64.8,26,1,8.43,MR,1612912652
Sistranda,63.7256,8.834,26.6,86,40,8.05,NO,1612912652
Frutigen,46.5878,7.6475,37.99,92,90,1.01,CH,1612912652
Labuhan,-6.8844,112.2051,77.94,85,96,8.72,ID,1612912653
Soyo,-6.1349,12.3689,78.64,81,100,1.16,AO,1612912653
Hirara,24.8,125.2833,66.2,72,75,14.97,JP,1612912653
Itacaré,-14.2775,-38.9967,76.28,85,43,7.11,BR,1612912654
Kasangulu,-4.5911,15.1708,70.68,94,100,3.74,CD,1612912654
Carberry,49.8689,-99.3602,-11.2,64,75,18.41,CA,1612912654
Arrondissement du Havre,49.5833,0.3333,26.6,80,90,18.41,FR,1612912654
Zavetnoye,47.1194,43.8903,37.54,91,57,14.67,RU,1612912654
Simao,22.7886,100.9748,41.54,95,1,2.26,CN,1612912391
Huayucachi,-12.1333,-75.2333,56.73,67,99,2.93,PE,1612912655
Opuwo,-18.0607,13.84,70.34,69,100,2.62,NA,1612912655
Kidal,18.4411,1.4078,69.21,20,21,4.85,ML,1612912655
Khilok,51.3674,110.4676,13.86,90,100,3.02,RU,1612912655
Mushie,-3.0167,16.9,76.73,80,100,2.84,CD,1612912656
Yatou,37.15,122.3833,35.17,90,1,9.55,CN,1612912656
Kutum,14.2,24.6667,57.25,37,73,9.01,SD,1612912656
Cullman,34.1748,-86.8436,61.0,55,1,4.85,US,1612912656
Cedar City,37.6775,-113.0619,48.2,31,90,9.22,US,1612912603
Kumul,42.8,93.45,33.24,79,61,6.06,CN,1612912656
Prince George,53.9166,-122.753,-6.0,64,40,9.22,CA,1612912657
Severnoye,56.3491,78.3619,-15.48,88,98,9.01,RU,1612912657
Kaniama,-7.5667,24.1833,68.38,94,100,1.66,CD,1612912657
Myitkyina,25.3833,97.4,55.54,70,0,1.86,MM,1612912657
Winneba,5.3511,-0.6231,82.4,89,40,9.22,GH,1612912658
Leshukonskoye,64.8989,45.7622,-12.46,90,96,0.45,RU,1612912658
Boundiali,9.5217,-6.4869,77.58,18,93,2.13,CI,1612912658
Abadan,38.0507,58.2056,51.8,66,20,4.61,TM,1612912658
Dunedin,-45.8742,170.5036,50.0,87,100,3.0,NZ,1612912659
Zyryanka,65.75,150.85,-18.2,86,0,5.28,RU,1612912659
Dobrić,44.7019,19.5814,45.0,90,25,5.01,RS,1612912659
São Miguel do Araguaia,-13.275,-50.1628,73.67,94,38,3.62,BR,1612912659
Puerto Madero,14.7208,-92.4215,86.0,62,20,11.5,MX,1612912659
Raudeberg,61.9875,5.1352,26.01,68,3,9.22,NO,1612912660
Aswān,24.0934,32.907,65.59,45,16,5.79,EG,1612912660
Mahon,39.8885,4.2658,57.2,94,40,16.11,ES,1612912660
Ust-Nera,64.5667,143.2,-1.88,83,59,6.29,RU,1612912660
Vestmanna,62.1564,-7.1664,30.2,74,70,1.14,FO,1612912660
Acapulco de Juárez,16.8634,-99.8901,84.2,70,1,13.8,MX,1612912660
Macia,-25.0269,33.0989,72.95,94,31,5.21,MZ,1612912661
Kununurra,-15.7667,128.7333,77.0,100,75,4.61,AU,1612912661
Sawtell,-30.3833,153.1,71.6,68,62,14.97,AU,1612912661
Creil,49.2567,2.4848,28.99,86,90,16.11,FR,1612912661
Ruteng,-8.6136,120.4721,64.99,100,100,0.96,ID,1612912661
Eyl,7.9803,49.8164,72.55,68,93,14.83,SO,1612912662
Ust-Maya,60.4167,134.5333,-23.98,85,20,1.97,RU,1612912662
Lobito,-12.3481,13.5456,76.73,79,99,2.1,AO,1612912662
Oranjestad,12.524,-70.027,80.6,74,20,17.27,AW,1612912476
Puerto Escondido,15.85,-97.0667,84.2,74,40,8.05,MX,1612912662
Bell Ville,-32.6259,-62.6887,71.01,84,98,1.99,AR,1612912663
Laela,-8.5667,32.05,61.57,97,100,1.74,TZ,1612912663
Waddān,29.1614,16.139,59.49,30,0,4.47,LY,1612912663
Kumluca,36.3703,30.2869,58.5,72,40,6.55,TR,1612912663
Havelock,34.8791,-76.9013,62.01,94,75,3.44,US,1612912639
Tazmalt,36.3868,4.3989,55.81,59,66,6.4,DZ,1612912664
Aras,42.5617,-2.356,41.0,93,20,2.3,ES,1612912664
Samarinda,-0.5,117.15,75.22,96,34,0.83,ID,1612912664
Dhāri,21.3333,71.0167,61.84,43,62,5.79,IN,1612912664
Novy Urengoy,66.0833,76.6333,-23.89,86,76,10.74,RU,1612912664
Koundara,12.4833,-13.3,82.17,16,71,5.3,GN,1612912665
Yar-Sale,66.8333,70.8333,-23.31,86,5,10.11,RU,1612912665
Joshīmath,30.5667,79.5667,45.84,42,92,6.26,IN,1612912665
Kushikino,31.7167,130.2667,32.0,86,75,6.91,JP,1612912665
Dayong,25.0209,118.2898,60.8,77,90,2.24,CN,1612912665
Senanga,-16.1167,23.2667,69.3,95,100,5.01,ZM,1612912666
Southampton,50.904,-1.4043,30.99,57,76,5.99,GB,1612912652
Altamont,42.2068,-121.7372,48.2,37,90,9.22,US,1612912529
Imbituba,-28.24,-48.6703,75.2,83,20,4.61,BR,1612912666
Yerofey Pavlovich,53.9667,121.9667,-3.59,91,12,2.75,RU,1612912666
Ruska Poliana,49.417,31.9201,17.24,96,83,1.3,UA,1612912667
Sola,-13.8833,167.55,82.04,72,94,3.83,VU,1612912667
Dhidhdhoo,6.8833,73.1,80.83,69,5,5.73,MV,1612912667
Vredendal,-31.6683,18.5012,67.8,54,0,2.53,ZA,1612912667
Kushima,31.4583,131.2333,39.2,65,20,9.22,JP,1612912668
Eirunepé,-6.6603,-69.8736,77.92,93,77,2.44,BR,1612912668
Tocopilla,-22.092,-70.1979,70.5,69,31,6.69,CL,1612912668
Verkhoyansk,67.5447,133.385,-20.06,80,100,0.72,RU,1612912668
